dag,week,jaar,tijd,gem_intensiteit
Thursday,38,2021,05:00,262.4516129032258
Thursday,38,2021,06:00,880.9354838709677
Thursday,38,2021,07:00,1298.6774193548388
Thursday,38,2021,08:00,1563.5806451612902
Thursday,38,2021,09:00,1238.4193548387098
Thursday,38,2021,10:00,1042.3225806451612
Thursday,38,2021,11:00,1037.4516129032259
Thursday,38,2021,12:00,1141.967741935484
Thursday,38,2021,13:00,1201.7096774193549
Thursday,38,2021,14:00,1306.8709677419354
Thursday,38,2021,15:00,1492.516129032258
Thursday,38,2021,16:00,1483.7096774193549
Thursday,38,2021,17:00,1444.6129032258063
Thursday,38,2021,18:00,1210.6129032258063
Thursday,38,2021,19:00,867.2903225806451
Thursday,38,2021,20:00,678.5806451612904
Thursday,38,2021,21:00,608.1290322580645
Thursday,38,2021,22:00,536.8387096774194
Thursday,38,2021,23:00,346.38709677419354
Thursday,38,2022,00:00,146.0
Thursday,38,2022,01:00,83.81481481481481
Thursday,38,2022,02:00,65.25925925925925
Thursday,38,2022,03:00,66.07407407407408
Thursday,38,2022,04:00,89.25925925925925
Thursday,38,2022,05:00,235.5185185185185
Thursday,38,2022,06:00,783.2222222222222
Thursday,38,2022,07:00,1204.8148148148148
Thursday,38,2022,08:00,1353.9259259259259
Thursday,38,2022,09:00,1129.6666666666667
Thursday,38,2022,10:00,938.6296296296297
Thursday,38,2022,11:00,909.8518518518518
Thursday,38,2022,12:00,1007.0
Thursday,38,2022,13:00,1044.7407407407406
Thursday,38,2022,14:00,1138.0740740740741
Thursday,38,2022,15:00,1321.5555555555557
Thursday,38,2022,16:00,1324.148148148148
Thursday,38,2022,17:00,1231.7037037037037
Thursday,38,2022,18:00,1174.962962962963
Thursday,38,2022,19:00,801.8888888888889
Thursday,38,2022,20:00,625.1851851851852
Thursday,38,2022,21:00,537.8888888888889
Thursday,38,2022,22:00,489.962962962963
Thursday,38,2022,23:00,340.74074074074076
Thursday,38,2023,00:00,129.7741935483871
Thursday,38,2023,01:00,75.0
Thursday,38,2023,02:00,47.903225806451616
Thursday,38,2023,03:00,52.03225806451613
Thursday,38,2023,04:00,73.90322580645162
Thursday,38,2023,05:00,208.06451612903226
Thursday,38,2023,06:00,725.0322580645161
Thursday,38,2023,07:00,1015.0322580645161
Thursday,38,2023,08:00,1068.0645161290322
Thursday,38,2023,09:00,1029.6451612903227
Thursday,38,2023,10:00,883.2258064516129
Thursday,38,2023,11:00,873.8387096774194
Thursday,38,2023,12:00,982.0645161290323
Thursday,38,2023,13:00,1027.258064516129
Thursday,38,2023,14:00,1087.225806451613
Thursday,38,2023,15:00,1184.8064516129032
Thursday,38,2023,16:00,1120.1935483870968
Thursday,38,2023,17:00,1169.3870967741937
Thursday,38,2023,18:00,1081.032258064516
Thursday,38,2023,19:00,804.516129032258
Thursday,38,2023,20:00,590.258064516129
Thursday,38,2023,21:00,483.35483870967744
Thursday,38,2023,22:00,438.4193548387097
Thursday,38,2023,23:00,490.5806451612903
Thursday,38,2024,00:00,189.4516129032258
Thursday,38,2024,01:00,110.12903225806451
Thursday,38,2024,02:00,77.16129032258064
Thursday,38,2024,03:00,84.93548387096774
Thursday,38,2024,04:00,115.54838709677419
Thursday,38,2024,05:00,258.7741935483871
Thursday,38,2024,06:00,823.8387096774194
Thursday,38,2024,07:00,1308.225806451613
Thursday,38,2024,08:00,1392.8387096774193
Thursday,38,2024,09:00,1152.6451612903227
Thursday,38,2024,10:00,990.0322580645161
Thursday,38,2024,11:00,979.258064516129
Thursday,38,2024,12:00,1066.9032258064517
Thursday,38,2024,13:00,1105.6129032258063
Thursday,38,2024,14:00,1175.3548387096773
Thursday,38,2024,15:00,1353.9032258064517
Thursday,38,2024,16:00,1307.0967741935483
Thursday,38,2024,17:00,1361.0967741935483
Thursday,38,2024,18:00,1109.225806451613
Thursday,38,2024,19:00,874.9354838709677
Thursday,38,2024,20:00,768.0322580645161
Thursday,38,2024,21:00,719.6129032258065
Thursday,38,2024,22:00,643.3548387096774
Thursday,38,2024,23:00,444.0967741935484
Thursday,39,2020,00:00,141.16129032258064
Thursday,39,2020,01:00,80.83870967741936
Thursday,39,2020,02:00,48.38709677419355
Thursday,39,2020,03:00,45.83870967741935
Thursday,39,2020,04:00,70.74193548387096
Thursday,39,2020,05:00,228.58064516129033
Thursday,39,2020,06:00,830.1935483870968
Thursday,39,2020,07:00,1199.8064516129032
Thursday,39,2020,08:00,1433.516129032258
Thursday,39,2020,09:00,1122.9354838709678
Thursday,39,2020,10:00,931.5806451612904
Thursday,39,2020,11:00,953.2258064516129
Thursday,39,2020,12:00,1057.6129032258063
Thursday,39,2020,13:00,1087.967741935484
Thursday,39,2020,14:00,1211.9354838709678
Thursday,39,2020,15:00,1377.1935483870968
Thursday,39,2020,16:00,1397.032258064516
Thursday,39,2020,17:00,1412.9032258064517
Thursday,39,2020,18:00,1069.516129032258
Thursday,39,2020,19:00,744.6451612903226
Thursday,39,2020,20:00,587.258064516129
Thursday,39,2020,21:00,518.1612903225806
Thursday,39,2020,22:00,470.0
Thursday,39,2020,23:00,304.03225806451616
Tuesday,38,2019,00:00,148.4516129032258
Tuesday,38,2019,01:00,91.03225806451613
Tuesday,38,2019,02:00,63.483870967741936
Tuesday,38,2019,03:00,71.16129032258064
Tuesday,38,2019,04:00,107.83870967741936
Tuesday,38,2019,05:00,309.19354838709677
Tuesday,38,2019,06:00,1045.9032258064517
Tuesday,38,2019,07:00,1572.0
Tuesday,38,2019,08:00,1462.4516129032259
Tuesday,38,2019,09:00,1290.5806451612902
Tuesday,38,2019,10:00,1077.4516129032259
Tuesday,38,2019,11:00,1025.1612903225807
Tuesday,38,2019,12:00,1148.258064516129
Tuesday,38,2019,13:00,1156.6129032258063
Tuesday,38,2019,14:00,1265.1612903225807
Tuesday,38,2019,15:00,1492.967741935484
Tuesday,38,2019,16:00,1553.4516129032259
Tuesday,38,2019,17:00,1534.774193548387
Tuesday,38,2019,18:00,1317.1290322580646
Tuesday,38,2019,19:00,950.6451612903226
Tuesday,38,2019,20:00,664.5483870967741
Tuesday,38,2019,21:00,530.2258064516129
Tuesday,38,2019,22:00,469.64516129032256
Tuesday,38,2019,23:00,576.0967741935484
Tuesday,38,2021,00:00,148.74193548387098
Tuesday,38,2021,01:00,90.16129032258064
Tuesday,38,2021,02:00,62.0
Tuesday,38,2021,03:00,61.70967741935484
Tuesday,38,2021,04:00,87.61290322580645
Tuesday,38,2021,05:00,259.7741935483871
Tuesday,38,2021,06:00,909.3548387096774
Tuesday,38,2021,07:00,1308.5806451612902
Tuesday,38,2021,08:00,1543.8064516129032
Tuesday,38,2021,09:00,1195.0967741935483
Tuesday,38,2021,10:00,1006.1935483870968
Tuesday,38,2021,11:00,984.8387096774194
Tuesday,38,2021,12:00,1077.3225806451612
Tuesday,38,2021,13:00,1117.4516129032259
Tuesday,38,2021,14:00,1212.032258064516
Tuesday,38,2021,15:00,1438.3548387096773
Tuesday,38,2021,16:00,1516.6129032258063
Tuesday,38,2021,17:00,1523.4516129032259
Tuesday,38,2021,18:00,1136.8064516129032
Tuesday,38,2021,19:00,804.0
Tuesday,38,2021,20:00,638.9677419354839
Tuesday,38,2021,21:00,548.5806451612904
Tuesday,38,2021,22:00,486.5806451612903
Tuesday,38,2021,23:00,291.06451612903226
Tuesday,38,2022,00:00,122.25925925925925
Tuesday,38,2022,01:00,74.48148148148148
Tuesday,38,2022,02:00,55.370370370370374
Tuesday,38,2022,03:00,62.51851851851852
Tuesday,38,2022,04:00,85.5925925925926
Tuesday,38,2022,05:00,241.2962962962963
Tuesday,38,2022,06:00,822.925925925926
Tuesday,38,2022,07:00,1115.4814814814815
Tuesday,38,2022,08:00,1438.9259259259259
Tuesday,38,2022,09:00,1156.5555555555557
Tuesday,38,2022,10:00,886.7037037037037
Tuesday,38,2022,11:00,878.925925925926
Tuesday,38,2022,12:00,953.9629629629629
Tuesday,38,2022,13:00,986.8148148148148
Tuesday,38,2022,14:00,1092.4444444444443
Tuesday,38,2022,15:00,1308.3703703703704
Tuesday,38,2022,16:00,1270.148148148148
Tuesday,38,2022,17:00,1343.962962962963
Tuesday,38,2022,18:00,1080.7777777777778
Tuesday,38,2022,19:00,705.1481481481482
Tuesday,38,2022,20:00,554.7777777777778
Tuesday,38,2022,21:00,487.2962962962963
Tuesday,38,2022,22:00,431.3703703703704
Tuesday,38,2022,23:00,266.48148148148147
Tuesday,38,2023,00:00,121.74193548387096
Tuesday,38,2023,01:00,68.6774193548387
Tuesday,38,2023,02:00,49.516129032258064
Tuesday,38,2023,03:00,48.096774193548384
Tuesday,38,2023,04:00,73.80645161290323
Tuesday,38,2023,05:00,210.8709677419355
Tuesday,38,2023,06:00,747.4193548387096
Tuesday,38,2023,07:00,1150.258064516129
Tuesday,38,2023,08:00,1216.0645161290322
Tuesday,38,2023,09:00,907.6774193548387
Tuesday,38,2023,10:00,840.5483870967741
Tuesday,38,2023,11:00,796.1612903225806
Tuesday,38,2023,12:00,887.2903225806451
Tuesday,38,2023,13:00,936.6774193548387
Tuesday,38,2023,14:00,1052.8709677419354
Tuesday,38,2023,15:00,1260.3548387096773
Tuesday,38,2023,16:00,1181.3870967741937
Tuesday,38,2023,17:00,1166.8064516129032
Tuesday,38,2023,18:00,977.0322580645161
Tuesday,38,2023,19:00,633.4516129032259
Tuesday,38,2023,20:00,518.8709677419355
Tuesday,38,2023,21:00,430.9032258064516
Tuesday,38,2023,22:00,379.93548387096774
Tuesday,38,2023,23:00,242.67741935483872
Tuesday,38,2024,00:00,159.09677419354838
Tuesday,38,2024,01:00,103.19354838709677
Tuesday,38,2024,02:00,75.58064516129032
Tuesday,38,2024,03:00,73.61290322580645
Tuesday,38,2024,04:00,115.09677419354838
Tuesday,38,2024,05:00,263.4193548387097
Tuesday,38,2024,06:00,851.258064516129
Tuesday,38,2024,07:00,1177.3548387096773
Tuesday,38,2024,08:00,1271.5806451612902
Tuesday,38,2024,09:00,1122.6129032258063
Tuesday,38,2024,10:00,776.1935483870968
Tuesday,38,2024,11:00,693.0
Tuesday,38,2024,12:00,797.4516129032259
Tuesday,38,2024,13:00,1026.4516129032259
Tuesday,38,2024,14:00,1161.4193548387098
Tuesday,38,2024,15:00,1203.3870967741937
Tuesday,38,2024,16:00,1275.7096774193549
Tuesday,38,2024,17:00,1363.516129032258
Tuesday,38,2024,18:00,1061.8387096774193
Tuesday,38,2024,19:00,754.483870967742
Tuesday,38,2024,20:00,662.4193548387096
Tuesday,38,2024,21:00,594.0322580645161
Tuesday,38,2024,22:00,543.5483870967741
Tuesday,38,2024,23:00,326.3225806451613
Tuesday,39,2020,00:00,128.19354838709677
Tuesday,39,2020,01:00,67.3225806451613
Tuesday,39,2020,02:00,45.193548387096776
Tuesday,39,2020,03:00,49.03225806451613
Tuesday,39,2020,04:00,74.70967741935483
Tuesday,39,2020,05:00,236.09677419354838
Tuesday,39,2020,06:00,807.9032258064516
Tuesday,39,2020,07:00,1214.4516129032259
Tuesday,39,2020,08:00,1451.032258064516
Tuesday,39,2020,09:00,1115.5806451612902
Tuesday,39,2020,10:00,935.3225806451613
Tuesday,39,2020,11:00,932.2258064516129
Tuesday,39,2020,12:00,1006.4516129032259
Tuesday,39,2020,13:00,1040.258064516129
Tuesday,39,2020,14:00,1152.032258064516
Tuesday,39,2020,15:00,1338.774193548387
Tuesday,39,2020,16:00,1368.6451612903227
Tuesday,39,2020,17:00,1428.8387096774193
Tuesday,39,2020,18:00,1048.8387096774193
Tuesday,39,2020,19:00,718.7096774193549
Tuesday,39,2020,20:00,590.1290322580645
Tuesday,39,2020,21:00,485.5483870967742
Tuesday,39,2020,22:00,429.4516129032258
Tuesday,39,2020,23:00,254.19354838709677
Tuesday,39,2024,00:00,150.0
Tuesday,39,2024,01:00,93.83870967741936
Tuesday,39,2024,02:00,63.45161290322581
Tuesday,39,2024,03:00,61.774193548387096
Tuesday,39,2024,04:00,95.16129032258064
Tuesday,39,2024,05:00,256.7096774193548
Tuesday,39,2024,06:00,842.258064516129
Tuesday,39,2024,07:00,1236.225806451613
Tuesday,39,2024,08:00,1261.7096774193549
Tuesday,39,2024,09:00,1081.9032258064517
Tuesday,39,2024,10:00,886.5483870967741
Tuesday,39,2024,11:00,925.6451612903226
Wednesday,38,2019,00:00,207.03225806451613
Wednesday,38,2019,01:00,103.41935483870968
Wednesday,38,2019,02:00,69.0
Wednesday,38,2019,03:00,67.74193548387096
Wednesday,38,2019,04:00,113.61290322580645
Wednesday,38,2019,05:00,304.19354838709677
Wednesday,38,2019,06:00,988.5806451612904
Wednesday,38,2019,07:00,1441.1612903225807
Wednesday,38,2019,08:00,1437.8709677419354
Wednesday,38,2019,09:00,1206.5483870967741
Wednesday,38,2019,10:00,1058.5483870967741
Wednesday,38,2019,11:00,1072.483870967742
Wednesday,38,2019,12:00,1175.5806451612902
Wednesday,38,2019,13:00,1176.8387096774193
Wednesday,38,2019,14:00,1283.0645161290322
Wednesday,38,2019,15:00,1469.5806451612902
Wednesday,38,2019,16:00,1533.6774193548388
Wednesday,38,2019,17:00,1468.8709677419354
Wednesday,38,2019,18:00,1183.7096774193549
Wednesday,38,2019,19:00,822.1290322580645
Wednesday,38,2019,20:00,656.3225806451613
Wednesday,38,2019,21:00,586.0
Wednesday,38,2019,22:00,511.3225806451613
Wednesday,38,2019,23:00,333.9032258064516
Wednesday,38,2021,00:00,154.51612903225808
Wednesday,38,2021,01:00,89.35483870967742
Wednesday,38,2021,02:00,64.74193548387096
Wednesday,38,2021,03:00,64.29032258064517
Wednesday,38,2021,04:00,90.64516129032258
Wednesday,38,2021,05:00,248.3548387096774
Wednesday,38,2021,06:00,872.2903225806451
Wednesday,38,2021,07:00,1189.8709677419354
Wednesday,38,2021,08:00,1390.1612903225807
Wednesday,38,2021,09:00,1126.741935483871
Wednesday,38,2021,10:00,932.3225806451613
Wednesday,38,2021,11:00,1029.8064516129032
Wednesday,38,2021,12:00,1147.6451612903227
Wednesday,38,2021,13:00,1167.9354838709678
Wednesday,38,2021,14:00,1247.225806451613
Wednesday,38,2021,15:00,1482.8387096774193
Wednesday,38,2021,16:00,1491.258064516129
Wednesday,38,2021,17:00,1463.7096774193549
Wednesday,38,2021,18:00,1161.6774193548388
Wednesday,38,2021,19:00,819.483870967742
Wednesday,38,2021,20:00,675.0645161290323
Wednesday,38,2021,21:00,566.0645161290323
Wednesday,38,2021,22:00,505.6774193548387
Wednesday,38,2021,23:00,318.35483870967744
Wednesday,38,2022,00:00,137.85185185185185
Wednesday,38,2022,01:00,82.44444444444444
Wednesday,38,2022,02:00,62.0
Wednesday,38,2022,03:00,62.629629629629626
Wednesday,38,2022,04:00,83.81481481481481
Wednesday,38,2022,05:00,227.22222222222223
Wednesday,38,2022,06:00,784.1111111111111
Wednesday,38,2022,07:00,1164.148148148148
Wednesday,38,2022,08:00,1398.2222222222222
Wednesday,38,2022,09:00,1050.4074074074074
Wednesday,38,2022,10:00,907.4074074074074
Wednesday,38,2022,11:00,894.2592592592592
Wednesday,38,2022,12:00,994.074074074074
Wednesday,38,2022,13:00,986.6666666666666
Wednesday,38,2022,16:00,1354.4074074074074
Wednesday,38,2022,17:00,1360.962962962963
Wednesday,38,2022,18:00,1073.7777777777778
Wednesday,38,2022,19:00,724.5185185185185
Wednesday,38,2022,20:00,576.2222222222222
Wednesday,38,2022,21:00,497.7037037037037
Wednesday,38,2022,22:00,445.81481481481484
Wednesday,38,2022,23:00,289.25925925925924
Wednesday,38,2023,00:00,119.6774193548387
Wednesday,38,2023,01:00,73.64516129032258
Wednesday,38,2023,02:00,55.58064516129032
Wednesday,38,2023,03:00,49.03225806451613
Wednesday,38,2023,04:00,71.87096774193549
Wednesday,38,2023,05:00,203.6451612903226
Wednesday,38,2023,06:00,729.9354838709677
Wednesday,38,2023,07:00,1075.967741935484
Wednesday,38,2023,08:00,1159.5483870967741
Wednesday,38,2023,09:00,955.8709677419355
Wednesday,38,2023,10:00,860.1290322580645
Wednesday,38,2023,11:00,830.6774193548387
Wednesday,38,2023,12:00,974.3870967741935
Wednesday,38,2023,13:00,980.2903225806451
Wednesday,38,2023,14:00,1055.6451612903227
Wednesday,38,2023,15:00,1224.5483870967741
Wednesday,38,2023,16:00,1217.3548387096773
Wednesday,38,2023,17:00,1229.6451612903227
Wednesday,38,2023,18:00,904.6451612903226
Wednesday,38,2023,19:00,668.4516129032259
Wednesday,38,2023,20:00,545.1612903225806
Wednesday,38,2023,21:00,461.03225806451616
Wednesday,38,2023,22:00,409.2903225806452
Wednesday,38,2023,23:00,272.64516129032256
Wednesday,38,2024,00:00,170.90322580645162
Wednesday,38,2024,01:00,115.3225806451613
Wednesday,38,2024,02:00,92.0
Wednesday,38,2024,03:00,86.87096774193549
Wednesday,38,2024,04:00,109.58064516129032
Wednesday,38,2024,05:00,257.0967741935484
Wednesday,38,2024,06:00,824.3548387096774
Wednesday,38,2024,07:00,1252.774193548387
Wednesday,38,2024,08:00,1244.8387096774193
Wednesday,38,2024,09:00,1090.032258064516
Wednesday,38,2024,10:00,992.9032258064516
Wednesday,38,2024,11:00,987.2903225806451
Wednesday,38,2024,12:00,1087.7096774193549
Wednesday,38,2024,13:00,1090.8387096774193
Wednesday,38,2024,14:00,1203.6451612903227
Wednesday,38,2024,15:00,1388.516129032258
Wednesday,38,2024,16:00,1362.032258064516
Wednesday,38,2024,17:00,1242.0645161290322
Wednesday,38,2024,18:00,1009.3225806451613
Wednesday,38,2024,19:00,806.1935483870968
Wednesday,38,2024,20:00,702.483870967742
Wednesday,38,2024,21:00,647.7096774193549
Wednesday,38,2024,22:00,752.0322580645161
Wednesday,38,2024,23:00,411.2903225806452
Wednesday,39,2020,00:00,141.93548387096774
Wednesday,39,2020,01:00,73.87096774193549
Wednesday,39,2020,02:00,47.32258064516129
Wednesday,39,2020,03:00,44.16129032258065
Wednesday,39,2020,04:00,68.16129032258064
Wednesday,39,2020,05:00,238.25806451612902
Wednesday,39,2020,06:00,792.258064516129
Wednesday,39,2020,07:00,1051.1612903225807
Wednesday,39,2020,08:00,1307.9354838709678
Wednesday,39,2020,09:00,1038.8387096774193
Wednesday,39,2020,10:00,926.7096774193549
Wednesday,39,2020,11:00,933.8064516129032
Wednesday,39,2020,12:00,1048.8064516129032
Wednesday,39,2020,13:00,1084.7096774193549
Wednesday,39,2020,14:00,1158.741935483871
Wednesday,39,2020,15:00,1241.1612903225807
Wednesday,39,2020,16:00,1359.225806451613
Wednesday,39,2020,17:00,1368.516129032258
Wednesday,39,2020,18:00,981.1290322580645
Wednesday,39,2020,19:00,702.4193548387096
Wednesday,39,2020,20:00,568.6451612903226
Wednesday,39,2020,21:00,489.48387096774195
Wednesday,39,2020,22:00,428.6774193548387
Wednesday,39,2020,23:00,278.03225806451616
